insc,nota1,nota2,nota3,nota4,red
1133824,707.970,715.921,843.648,797.088,950
1122616,490.635,399.119,415.782,364.187,825
1084757,621.036,525.840,337.989,530.688,825
1075265,490.635,462.480,454.679,430.788,875
1078628,534.102,620.880,649.164,730.488,875
1128418,360.234,525.840,571.370,430.788,850
1115581,577.569,589.200,804.751,730.488,925
1078318,490.635,557.520,688.061,597.288,850
1092973,490.635,684.241,688.061,763.788,850
1131637,447.168,620.880,610.267,530.688,850
1119270,490.635,525.840,649.164,597.288,850
1103569,360.234,494.160,649.164,530.688,825
1099739,534.102,589.200,571.370,630.588,875
1083609,534.102,652.561,649.164,697.188,825
1121229,577.569,620.880,571.370,630.588,875
1102154,577.569,525.840,493.576,464.088,825
1088071,360.234,367.439,376.886,397.488,650
1077347,621.036,557.520,610.267,497.388,850
1134036,534.102,589.200,454.679,464.088,850
1096990,360.234,494.160,415.782,397.488,800
1092711,490.635,620.880,610.267,497.388,825
1129069,577.569,462.480,454.679,597.288,775
1077887,447.168,399.119,454.679,397.488,700
1119942,403.701,494.160,493.576,464.088,725
1087060,577.569,589.200,493.576,464.088,850
1118124,273.300,525.840,493.576,464.088,825
1137058,447.168,304.079,493.576,497.388,875
1134296,490.635,430.799,454.679,464.088,700
1089637,664.503,684.241,610.267,663.888,900
1120302,403.701,494.160,493.576,497.388,850
1135136,534.102,557.520,532.473,630.588,825
1073513,447.168,430.799,415.782,397.488,850
1102808,447.168,462.480,454.679,464.088,775
1072583,534.102,589.200,571.370,530.688,850
1107028,490.635,589.200,532.473,530.688,900
1115821,534.102,430.799,415.782,397.488,775
1110671,447.168,620.880,493.576,397.488,825
1128524,534.102,652.561,571.370,397.488,875
1124919,577.569,430.799,571.370,464.088,700
1131925,577.569,399.119,415.782,530.688,750
1074880,577.569,589.200,649.164,530.688,850
1072350,490.635,589.200,454.679,464.088,800
1097846,577.569,620.880,649.164,597.288,875
1098082,577.569,557.520,571.370,464.088,900
1079063,621.036,652.561,571.370,630.588,850
1110629,577.569,684.241,532.473,464.088,900
1079488,534.102,335.759,454.679,597.288,775
1097707,360.234,525.840,454.679,464.088,825
1083351,534.102,589.200,454.679,530.688,825
1105808,403.701,335.759,532.473,364.187,825
1075373,534.102,589.200,726.957,630.588,825
1086179,490.635,589.200,649.164,597.288,900
1076302,751.437,620.880,649.164,697.188,925
1097252,577.569,557.520,610.267,497.388,875
1087693,534.102,589.200,493.576,364.187,875
1115729,577.569,557.520,532.473,497.388,825
1108795,447.168,525.840,532.473,397.488,800
1103157,360.234,557.520,415.782,430.788,775
1117253,534.102,620.880,532.473,563.988,900
1094309,316.767,335.759,454.679,464.088,750
1094289,490.635,620.880,571.370,464.088,925
1138237,621.036,462.480,454.679,430.788,775
1082309,403.701,399.119,415.782,397.488,725
1137010,577.569,620.880,454.679,663.888,875
1103870,403.701,494.160,571.370,364.187,800
1076666,447.168,557.520,415.782,430.788,800
1071887,577.569,557.520,571.370,630.588,900
1074535,534.102,652.561,415.782,430.788,875
1073815,447.168,494.160,571.370,464.088,825
1081796,447.168,462.480,415.782,364.187,775
1081418,577.569,430.799,415.782,497.388,800
1093740,577.569,494.160,454.679,430.788,725
1072620,621.036,620.880,571.370,430.788,850
1077267,490.635,335.759,454.679,397.488,850
1080937,360.234,525.840,454.679,530.688,725
1074385,360.234,240.719,493.576,464.088,850
1077359,621.036,462.480,610.267,464.088,800
1126983,664.503,525.840,726.957,630.588,875
1072215,534.102,494.160,493.576,464.088,900
1113892,577.569,525.840,532.473,597.288,800
1075335,621.036,589.200,688.061,663.888,875
1071829,534.102,620.880,571.370,464.088,900
1097120,447.168,399.119,532.473,530.688,875
1072722,534.102,557.520,454.679,464.088,800
1131908,534.102,462.480,454.679,563.988,900
1078343,577.569,557.520,649.164,597.288,900
1128653,403.701,430.799,493.576,430.788,800
1120859,490.635,589.200,532.473,497.388,800
1105206,490.635,620.880,571.370,530.688,925
1079660,490.635,589.200,571.370,530.688,825
1137339,490.635,589.200,649.164,397.488,875
1098395,534.102,652.561,610.267,730.488,925
1137688,577.569,304.079,376.886,530.688,750
1092029,621.036,620.880,454.679,364.187,825
1073506,577.569,557.520,532.473,630.588,900
1077076,664.503,620.880,649.164,697.188,825
1085289,534.102,589.200,726.957,563.988,800
1072963,577.569,557.520,765.854,763.788,850
1073704,621.036,525.840,649.164,597.288,875
1079169,534.102,494.160,532.473,430.788,725
1111143,316.767,272.399,532.473,464.088,750
1100378,403.701,462.480,532.473,464.088,825
1126478,403.701,525.840,571.370,464.088,850
1090849,490.635,494.160,415.782,464.088,775
1132302,447.168,620.880,571.370,697.188,900
1076474,577.569,557.520,571.370,430.788,825
1096565,621.036,652.561,649.164,763.788,925
1075712,534.102,557.520,532.473,663.888,950
1087841,447.168,557.520,454.679,397.488,875
1138415,534.102,684.241,610.267,630.588,800
1133250,447.168,494.160,493.576,430.788,850
1071836,621.036,652.561,532.473,497.388,875
1085587,534.102,494.160,376.886,397.488,775
1122340,577.569,620.880,454.679,530.688,850
1071863,490.635,335.759,299.092,430.788,825
1101651,534.102,525.840,493.576,464.088,850
1090197,664.503,620.880,571.370,730.488,900
1082519,664.503,620.880,649.164,763.788,925
1119745,534.102,589.200,649.164,663.888,800
1078693,360.234,399.119,454.679,364.187,775
1135437,447.168,494.160,532.473,397.488,900
1119859,534.102,525.840,493.576,397.488,875
1079662,490.635,557.520,532.473,497.388,800
1122087,360.234,399.119,376.886,530.688,750
1109500,534.102,430.799,493.576,430.788,700
1100839,577.569,557.520,649.164,597.288,850
1098366,621.036,652.561,843.648,797.088,925
1080763,403.701,430.799,571.370,430.788,800
1105777,577.569,589.200,493.576,430.788,875
1092285,447.168,525.840,493.576,530.688,850
1074844,621.036,557.520,649.164,730.488,900
1117343,621.036,715.921,843.648,730.488,900
1109019,534.102,620.880,493.576,630.588,850
1093219,621.036,620.880,454.679,430.788,875
1134478,490.635,557.520,376.886,563.988,750
1090344,534.102,335.759,493.576,464.088,825
1095187,707.970,589.200,610.267,663.888,925
1110351,621.036,620.880,726.957,697.188,925
1084466,534.102,430.799,415.782,464.088,875
1081640,577.569,620.880,765.854,763.788,875
1074865,577.569,684.241,649.164,730.488,875
1136705,447.168,525.840,493.576,464.088,850
1117539,490.635,462.480,493.576,497.388,850
1104362,403.701,589.200,493.576,464.088,850
1117330,577.569,589.200,493.576,497.388,875
1117892,621.036,652.561,571.370,730.488,825
1077569,707.970,620.880,765.854,830.388,950
1079682,490.635,525.840,415.782,397.488,850
1089576,534.102,557.520,532.473,530.688,825
1072410,490.635,525.840,571.370,464.088,800
1116309,621.036,494.160,493.576,497.388,875
1081370,316.767,557.520,415.782,430.788,850
1111017,534.102,367.439,532.473,464.088,800
1097714,534.102,557.520,571.370,630.588,900
1082667,447.168,557.520,454.679,464.088,800
1079820,621.036,557.520,649.164,697.188,875
1135781,577.569,557.520,610.267,830.388,950
1081955,621.036,399.119,454.679,464.088,825
1100673,707.970,462.480,493.576,397.488,775
1136254,621.036,525.840,532.473,697.188,800
1084283,403.701,462.480,493.576,397.488,825
1078392,577.569,684.241,610.267,663.888,900
1110452,534.102,652.561,532.473,430.788,950
1119508,664.503,652.561,649.164,663.888,925
1119393,577.569,620.880,649.164,397.488,875
1127313,664.503,652.561,610.267,597.288,925
1071454,577.569,589.200,532.473,697.188,900
1076873,577.569,620.880,649.164,730.488,850
1094741,751.437,684.241,688.061,697.188,925
1073094,621.036,620.880,649.164,797.088,950
1081056,707.970,589.200,726.957,763.788,925
1098301,534.102,620.880,493.576,397.488,825
1078561,403.701,399.119,376.886,497.388,700
1128355,621.036,620.880,649.164,597.288,925
1122512,621.036,557.520,610.267,630.588,875
1100723,577.569,525.840,688.061,597.288,875
1084027,403.701,430.799,454.679,464.088,750
1072090,577.569,620.880,688.061,763.788,950
1086184,490.635,462.480,454.679,497.388,650
1131766,490.635,430.799,415.782,430.788,725
1089480,621.036,589.200,571.370,730.488,900
1133647,621.036,430.799,532.473,497.388,825
1109556,621.036,620.880,532.473,597.288,950
1109680,621.036,525.840,610.267,563.988,800
1094511,577.569,557.520,493.576,464.088,750
1135832,447.168,620.880,571.370,697.188,825
1083213,577.569,620.880,532.473,663.888,900
1084607,577.569,620.880,610.267,597.288,850
1094367,490.635,430.799,415.782,397.488,825
1105270,577.569,652.561,649.164,830.388,925
1091883,577.569,620.880,688.061,797.088,875
1072320,621.036,589.200,532.473,497.388,850
1077934,403.701,494.160,454.679,530.688,950
1082394,534.102,367.439,415.782,464.088,800
1089525,577.569,620.880,493.576,530.688,800
1097182,621.036,557.520,532.473,530.688,825
1111733,621.036,589.200,454.679,497.388,925
1137148,664.503,620.880,454.679,464.088,850
1086959,577.569,589.200,571.370,464.088,800
1086444,534.102,557.520,493.576,497.388,875
1079161,577.569,525.840,454.679,430.788,850
1085516,273.300,430.799,376.886,430.788,775
1088995,447.168,335.759,454.679,430.788,750
1071664,534.102,557.520,454.679,563.988,850
1078364,403.701,494.160,454.679,530.688,825
1081800,577.569,589.200,843.648,830.388,875
1136928,403.701,494.160,376.886,464.088,750
1071371,577.569,620.880,610.267,630.588,900
1082900,621.036,652.561,765.854,663.888,850
1086748,664.503,620.880,610.267,763.788,775
1075954,490.635,620.880,688.061,797.088,875
1073085,534.102,557.520,571.370,464.088,850
1108695,534.102,589.200,571.370,630.588,825
1078088,621.036,652.561,532.473,663.888,850
1122416,577.569,494.160,571.370,663.888,825
1133122,403.701,367.439,376.886,497.388,750
1127040,707.970,525.840,610.267,697.188,850
1073207,490.635,557.520,532.473,530.688,850
1091532,577.569,525.840,610.267,530.688,825
1134699,621.036,589.200,726.957,797.088,875
1132449,707.970,557.520,649.164,830.388,850
1085026,447.168,494.160,454.679,630.588,850
1104509,229.834,462.480,415.782,430.788,750
1084073,534.102,589.200,532.473,563.988,800
1083145,621.036,494.160,415.782,563.988,875
1083987,577.569,652.561,532.473,663.888,925
1117909,534.102,494.160,532.473,430.788,775
1104291,403.701,399.119,493.576,464.088,825
1137514,664.503,620.880,649.164,630.588,850
1080057,447.168,652.561,454.679,563.988,825
1134342,447.168,557.520,532.473,663.888,825
1083014,664.503,620.880,726.957,830.388,875
1137317,577.569,620.880,649.164,697.188,850
1124011,360.234,557.520,571.370,464.088,850
1085127,403.701,430.799,454.679,430.788,850
1076997,403.701,620.880,493.576,397.488,850
1072122,577.569,652.561,688.061,697.188,850
1118210,707.970,620.880,765.854,697.188,875
1081194,534.102,589.200,649.164,597.288,875
1097206,664.503,620.880,804.751,730.488,900
1074786,621.036,620.880,726.957,797.088,875
1076807,577.569,589.200,688.061,697.188,925
1073293,621.036,652.561,688.061,797.088,925
1093758,534.102,525.840,454.679,430.788,875
1084426,577.569,684.241,454.679,430.788,850
1109388,621.036,557.520,376.886,430.788,800
1086162,621.036,367.439,376.886,563.988,800
1085291,707.970,715.921,610.267,797.088,900
1096626,621.036,684.241,688.061,563.988,925
1124344,273.300,589.200,571.370,530.688,900
1084057,316.767,557.520,337.989,563.988,850
1083898,577.569,494.160,454.679,630.588,900
1086699,490.635,525.840,454.679,430.788,825
1104645,447.168,589.200,493.576,430.788,800
1083838,577.569,589.200,571.370,464.088,900
1114389,664.503,652.561,688.061,730.488,900
1108631,621.036,620.880,726.957,597.288,850
1091584,490.635,525.840,571.370,464.088,800
1083825,447.168,430.799,454.679,464.088,800
1131505,447.168,525.840,415.782,530.688,800
1101416,273.300,335.759,299.092,464.088,800
1087697,577.569,620.880,571.370,730.488,925
1072782,577.569,589.200,415.782,597.288,850
1129749,577.569,652.561,688.061,730.488,925
1130757,534.102,494.160,532.473,397.488,750
1101065,403.701,494.160,415.782,563.988,800
1136146,534.102,430.799,415.782,397.488,850
1105564,447.168,589.200,571.370,563.988,875
1081365,447.168,557.520,532.473,530.688,850
1089334,447.168,525.840,532.473,497.388,850
1118484,447.168,430.799,571.370,464.088,900
1084837,664.503,652.561,726.957,730.488,900
1080024,664.503,620.880,493.576,630.588,850
1095320,664.503,620.880,649.164,630.588,925
1133604,490.635,525.840,493.576,430.788,925
1133336,403.701,525.840,610.267,430.788,875
1071944,316.767,462.480,493.576,397.488,800
1133459,490.635,620.880,688.061,730.488,875
1077278,707.970,620.880,804.751,763.788,875
1072887,664.503,557.520,493.576,597.288,925
1084806,447.168,525.840,493.576,464.088,875
1076246,577.569,589.200,571.370,630.588,950
1077103,577.569,557.520,532.473,597.288,850
1076640,577.569,589.200,610.267,563.988,850
1101985,577.569,652.561,571.370,563.988,900
1099150,577.569,620.880,610.267,430.788,875
1105675,490.635,335.759,415.782,430.788,725
1128740,534.102,525.840,649.164,397.488,850
1117964,534.102,557.520,610.267,530.688,900
1086371,534.102,462.480,415.782,430.788,775
1113650,621.036,652.561,649.164,730.488,925
1139197,621.036,525.840,571.370,464.088,950
1086302,621.036,620.880,726.957,563.988,850
1112179,534.102,684.241,571.370,730.488,900
1125140,664.503,620.880,610.267,530.688,925
1123124,490.635,620.880,610.267,763.788,925
1081855,490.635,494.160,688.061,663.888,900
1073504,621.036,494.160,571.370,464.088,875
1115977,577.569,652.561,610.267,630.588,850
1075871,403.701,335.759,454.679,430.788,750
1080107,447.168,620.880,454.679,364.187,875
1114843,403.701,335.759,299.092,430.788,725
1083291,490.635,430.799,415.782,497.388,850
1093334,621.036,494.160,454.679,563.988,875
1093213,490.635,652.561,610.267,630.588,850
1089538,490.635,494.160,415.782,464.088,900
1086645,360.234,304.079,415.782,497.388,750
1075462,621.036,620.880,415.782,430.788,875
1110445,360.234,462.480,454.679,397.488,775
1074607,534.102,557.520,532.473,497.388,900
1086059,534.102,494.160,493.576,530.688,825
1086181,316.767,462.480,532.473,497.388,850
1125168,447.168,494.160,454.679,430.788,775
1093784,621.036,462.480,493.576,397.488,900
1073427,534.102,399.119,454.679,430.788,800
1087250,534.102,525.840,493.576,497.388,800
1136443,403.701,557.520,571.370,497.388,850
1105988,577.569,557.520,571.370,663.888,900
1098537,534.102,494.160,337.989,597.288,700
1090579,360.234,430.799,454.679,464.088,775
1098360,490.635,589.200,415.782,597.288,800
1107344,534.102,715.921,532.473,464.088,900
1090055,447.168,494.160,415.782,464.088,800
1135281,664.503,589.200,493.576,430.788,850
1084311,577.569,462.480,376.886,430.788,875
1080367,490.635,399.119,454.679,464.088,775
1085032,577.569,430.799,532.473,497.388,850
1107690,577.569,557.520,610.267,464.088,825
1082421,534.102,652.561,610.267,464.088,850
1136439,577.569,620.880,532.473,797.088,850
1109453,664.503,589.200,532.473,464.088,900
1133475,664.503,620.880,649.164,597.288,900
1095250,621.036,557.520,610.267,663.888,900
1103012,316.767,272.399,493.576,530.688,825
1105540,490.635,525.840,415.782,430.788,875
1092142,447.168,589.200,532.473,397.488,850
1077609,447.168,430.799,649.164,397.488,825
1113540,447.168,430.799,415.782,430.788,850
1093153,534.102,589.200,454.679,430.788,900
1094167,447.168,367.439,454.679,364.187,700
1106165,707.970,494.160,532.473,630.588,900
1122926,621.036,652.561,610.267,597.288,900
1102985,490.635,462.480,532.473,464.088,800
1089219,534.102,589.200,532.473,697.188,850
1115562,403.701,589.200,415.782,563.988,850
1097285,707.970,620.880,726.957,730.488,850
1115160,403.701,525.840,415.782,464.088,800
1074711,577.569,652.561,726.957,563.988,800
1084636,490.635,620.880,493.576,430.788,825
1136957,490.635,620.880,649.164,697.188,925
1093256,534.102,430.799,454.679,430.788,825
1100478,490.635,589.200,610.267,563.988,875
1111748,534.102,589.200,649.164,597.288,950
1136413,664.503,589.200,532.473,497.388,900
1102925,490.635,399.119,493.576,497.388,775
1076665,534.102,620.880,493.576,630.588,875
1077638,447.168,557.520,493.576,364.187,850
1092166,621.036,620.880,610.267,464.088,875
1077601,577.569,557.520,493.576,563.988,925
1098783,534.102,589.200,532.473,730.488,900
1101253,664.503,589.200,726.957,697.188,875
1102376,447.168,462.480,571.370,563.988,800
1136837,534.102,620.880,493.576,697.188,825
1071556,534.102,335.759,337.989,464.088,775
1104254,707.970,652.561,649.164,797.088,925
1078117,534.102,557.520,532.473,797.088,825
1092570,577.569,589.200,610.267,464.088,850
1086742,577.569,589.200,454.679,464.088,800
1087908,621.036,525.840,376.886,530.688,825
1092962,621.036,589.200,493.576,497.388,875
1133537,403.701,589.200,376.886,497.388,775
1074898,273.300,367.439,337.989,464.088,825
1080485,447.168,430.799,532.473,464.088,875
1083461,447.168,494.160,454.679,430.788,775
1131359,447.168,525.840,493.576,397.488,875
1109522,577.569,525.840,493.576,364.187,825
1107398,534.102,525.840,454.679,497.388,850
1090242,577.569,557.520,726.957,663.888,950
1079915,534.102,462.480,532.473,464.088,825
1106027,360.234,399.119,454.679,397.488,750
1082372,490.635,557.520,532.473,464.088,700
1130092,534.102,525.840,454.679,397.488,800
1076630,577.569,557.520,610.267,497.388,875
1134561,534.102,557.520,610.267,697.188,900
1072458,621.036,494.160,610.267,563.988,850
1084980,534.102,620.880,493.576,597.288,850
1136325,403.701,589.200,415.782,530.688,825
1085331,577.569,367.439,376.886,364.187,775
1075312,664.503,430.799,493.576,497.388,875
1105344,534.102,620.880,571.370,730.488,850
1137393,490.635,589.200,571.370,464.088,800
1075935,577.569,620.880,532.473,530.688,875
1109433,621.036,620.880,610.267,630.588,925
1072268,534.102,557.520,688.061,430.788,850
1086508,577.569,589.200,532.473,697.188,800
1072061,577.569,589.200,610.267,464.088,825
1072438,490.635,525.840,532.473,497.388,775
1137921,577.569,620.880,688.061,530.688,875
1071704,534.102,652.561,688.061,563.988,900
1134303,621.036,557.520,493.576,530.688,900
1072279,490.635,557.520,454.679,464.088,800
1080635,621.036,652.561,571.370,530.688,900
1076555,403.701,462.480,454.679,464.088,850
1099650,447.168,494.160,415.782,464.088,775
1116852,707.970,652.561,610.267,697.188,925
1091220,621.036,652.561,532.473,630.588,900
1073874,403.701,525.840,415.782,430.788,850
1097055,707.970,620.880,532.473,597.288,875
1102855,447.168,557.520,532.473,430.788,850
1081200,273.300,367.439,376.886,464.088,675
1081707,447.168,399.119,493.576,497.388,850
1089003,621.036,525.840,415.782,464.088,900
1135231,621.036,589.200,571.370,497.388,850
1074224,664.503,684.241,726.957,763.788,925
1124892,447.168,557.520,454.679,397.488,800
1094526,490.635,494.160,532.473,464.088,750
1109199,490.635,589.200,610.267,697.188,950
1098123,621.036,652.561,726.957,697.188,875
1091142,577.569,620.880,688.061,730.488,875
1089920,360.234,589.200,493.576,464.088,825
1081031,534.102,399.119,415.782,464.088,875
1079140,577.569,620.880,649.164,563.988,850
1081856,664.503,652.561,726.957,797.088,850
1134408,577.569,557.520,454.679,597.288,800
1073941,447.168,430.799,493.576,530.688,775
1136111,316.767,367.439,415.782,497.388,750
1125742,534.102,589.200,454.679,563.988,850
1130588,664.503,557.520,610.267,630.588,925
1136286,360.234,430.799,415.782,397.488,800
1073223,360.234,272.399,337.989,430.788,750
1084383,621.036,684.241,688.061,730.488,900
1081722,577.569,557.520,532.473,397.488,775
1072725,447.168,589.200,571.370,464.088,825
1078013,403.701,430.799,493.576,464.088,775
1129128,577.569,620.880,532.473,530.688,850
1098078,534.102,494.160,415.782,497.388,850
1072355,707.970,589.200,610.267,797.088,825
1134391,490.635,620.880,532.473,497.388,850
1098813,577.569,462.480,532.473,530.688,850
1088491,621.036,525.840,571.370,563.988,700
1085720,490.635,525.840,454.679,430.788,800
1100384,490.635,620.880,688.061,797.088,825
1105950,577.569,494.160,376.886,530.688,850
1072426,664.503,620.880,726.957,763.788,925
1089776,577.569,557.520,610.267,697.188,925
1098353,577.569,589.200,649.164,464.088,875
1076506,621.036,684.241,765.854,730.488,900
1108327,534.102,652.561,454.679,563.988,650
1084752,664.503,620.880,688.061,730.488,925
1072795,621.036,589.200,726.957,563.988,875
1116286,621.036,652.561,649.164,763.788,900
1110716,490.635,589.200,610.267,397.488,825
1130706,751.437,589.200,726.957,730.488,925
1133980,664.503,399.119,454.679,464.088,850
1077914,751.437,589.200,610.267,563.988,900
1113726,534.102,430.799,376.886,397.488,800
1089534,664.503,620.880,532.473,630.588,850
1082451,621.036,525.840,493.576,364.187,775
1076410,664.503,494.160,726.957,763.788,875
1112554,403.701,557.520,493.576,464.088,850
1137106,534.102,525.840,454.679,497.388,850
1096685,577.569,525.840,376.886,397.488,850
1088368,534.102,525.840,376.886,530.688,800
1114741,577.569,620.880,610.267,697.188,850
1126301,447.168,620.880,649.164,697.188,900
1100241,447.168,430.799,610.267,630.588,750
1087684,621.036,589.200,804.751,830.388,875
1113553,534.102,620.880,765.854,830.388,875
1084551,577.569,589.200,649.164,763.788,850
1088244,577.569,462.480,688.061,430.788,800
1130138,447.168,525.840,493.576,397.488,800
1129968,707.970,620.880,571.370,630.588,900
1137479,490.635,430.799,532.473,430.788,775
1072053,621.036,525.840,454.679,430.788,900
1084394,534.102,525.840,649.164,597.288,875
1081248,534.102,557.520,493.576,430.788,850
1097295,403.701,525.840,532.473,464.088,800
1124292,621.036,589.200,688.061,763.788,800
1101525,664.503,525.840,493.576,497.388,100
1086999,577.569,462.480,571.370,530.688,850
1131957,490.635,589.200,415.782,430.788,850
1116890,447.168,589.200,415.782,430.788,825
1076315,316.767,430.799,493.576,464.088,525
1098534,577.569,557.520,454.679,464.088,850
1132035,447.168,494.160,493.576,497.388,850
1138633,490.635,335.759,299.092,563.988,750
1074987,447.168,462.480,571.370,464.088,800
1133809,447.168,557.520,415.782,430.788,750
1083473,577.569,430.799,415.782,497.388,775
1135345,577.569,589.200,532.473,563.988,925
1104541,534.102,589.200,649.164,730.488,925
1098035,490.635,589.200,804.751,730.488,825
1087913,664.503,652.561,571.370,530.688,875
1086194,664.503,620.880,649.164,497.388,900
1132461,534.102,652.561,649.164,597.288,900
1077662,577.569,589.200,649.164,530.688,900
1073529,621.036,557.520,571.370,430.788,850
1089100,534.102,494.160,532.473,563.988,900
1136974,707.970,589.200,688.061,563.988,850
1077238,360.234,589.200,454.679,563.988,925
1100363,490.635,589.200,454.679,630.588,875
1136593,229.834,367.439,337.989,430.788,800
1075377,534.102,525.840,532.473,430.788,825
1136747,490.635,525.840,532.473,397.488,875
1075467,229.834,335.759,493.576,364.187,700
1121082,403.701,589.200,454.679,364.187,850
1096704,447.168,525.840,532.473,497.388,850
1103707,534.102,684.241,610.267,630.588,900
1120801,447.168,494.160,415.782,563.988,850
1100695,534.102,620.880,688.061,697.188,900
1091752,577.569,462.480,571.370,630.588,875
1073949,534.102,525.840,532.473,530.688,875
1105914,490.635,589.200,649.164,697.188,875
1136617,447.168,462.480,337.989,530.688,750
1076459,447.168,525.840,454.679,464.088,800
1106208,577.569,589.200,415.782,530.688,875
1089892,447.168,589.200,493.576,497.388,825
1078580,403.701,494.160,493.576,430.788,850
1094910,490.635,525.840,532.473,397.488,825
1114825,447.168,367.439,454.679,430.788,750
1084986,534.102,557.520,726.957,497.388,900
1134273,707.970,589.200,688.061,630.588,925
1078615,577.569,620.880,532.473,430.788,825
1074164,534.102,525.840,454.679,430.788,825
1080744,490.635,462.480,493.576,497.388,850
1079533,403.701,557.520,532.473,430.788,725
1082149,534.102,557.520,493.576,397.488,900
1083117,534.102,525.840,376.886,430.788,750
1137944,577.569,589.200,688.061,563.988,875
1078089,534.102,589.200,376.886,464.088,850
1125340,577.569,494.160,493.576,464.088,900
1102791,490.635,525.840,649.164,497.388,900
1098281,621.036,684.241,804.751,797.088,900
1091922,577.569,652.561,571.370,697.188,875
1104652,534.102,620.880,532.473,630.588,875
1121752,577.569,589.200,571.370,497.388,850
1127283,534.102,494.160,571.370,497.388,950
1136192,664.503,652.561,726.957,730.488,950
1102713,664.503,589.200,765.854,797.088,950
1135991,447.168,525.840,532.473,464.088,700
1080177,447.168,525.840,493.576,364.187,875
1137874,577.569,494.160,726.957,797.088,925
1090652,490.635,589.200,649.164,797.088,875
1080909,621.036,620.880,571.370,630.588,925
1108429,577.569,620.880,493.576,464.088,900
1081642,447.168,589.200,532.473,430.788,800
1134846,577.569,620.880,688.061,530.688,925
1075953,751.437,684.241,610.267,730.488,925
1101939,534.102,462.480,493.576,430.788,775
1110231,621.036,589.200,571.370,630.588,875
1085578,621.036,589.200,610.267,697.188,900
1124372,447.168,399.119,454.679,464.088,800
1133174,403.701,335.759,493.576,464.088,750
1079898,577.569,589.200,649.164,797.088,900
1109948,577.569,589.200,649.164,597.288,875
1076631,577.569,589.200,493.576,464.088,775
1098951,490.635,462.480,337.989,397.488,850
1095729,490.635,525.840,493.576,497.388,950
1071759,621.036,557.520,376.886,397.488,875
1075302,621.036,557.520,415.782,464.088,850
1085607,707.970,684.241,571.370,530.688,850
1096989,490.635,494.160,532.473,530.688,875
1081668,403.701,494.160,454.679,364.187,750
1087458,577.569,589.200,415.782,464.088,850
1085788,490.635,557.520,532.473,464.088,900
1109211,664.503,589.200,726.957,730.488,900
1088220,664.503,589.200,688.061,797.088,900
1136679,577.569,684.241,649.164,430.788,850
1077125,447.168,399.119,415.782,397.488,750
1101608,447.168,462.480,415.782,530.688,775
1112347,403.701,494.160,532.473,397.488,750
1134720,577.569,620.880,532.473,497.388,800
1133125,577.569,589.200,610.267,597.288,825
1121660,534.102,557.520,454.679,430.788,825
1079855,534.102,494.160,532.473,464.088,800
1087099,577.569,620.880,571.370,563.988,900
1102395,664.503,589.200,610.267,563.988,875
1094144,621.036,589.200,649.164,630.588,925
1133541,490.635,557.520,454.679,430.788,850
1091652,403.701,589.200,493.576,464.088,800
1131987,447.168,399.119,493.576,464.088,725
1129428,490.635,620.880,571.370,497.388,875
1072251,360.234,430.799,454.679,397.488,850
1107688,403.701,462.480,493.576,597.288,775
1134520,621.036,620.880,649.164,663.888,925
1115247,577.569,652.561,571.370,430.788,875
1094953,534.102,589.200,610.267,563.988,825
1126743,621.036,589.200,610.267,597.288,900
1101551,490.635,620.880,571.370,464.088,925
1076953,577.569,684.241,610.267,497.388,825
1100520,534.102,430.799,415.782,430.788,825
1125163,577.569,589.200,610.267,630.588,875
1113664,534.102,620.880,454.679,464.088,925
1099775,447.168,494.160,454.679,430.788,875
1087594,577.569,620.880,532.473,397.488,875
1135263,447.168,557.520,571.370,430.788,850
1136441,577.569,557.520,532.473,563.988,900
1085686,707.970,494.160,532.473,697.188,875
1079916,577.569,557.520,726.957,597.288,900
1080369,447.168,557.520,571.370,497.388,850
1104816,577.569,557.520,804.751,730.488,875
1122688,621.036,620.880,532.473,497.388,825
1119763,534.102,589.200,649.164,563.988,900
1121195,621.036,557.520,649.164,430.788,875
1083158,707.970,620.880,688.061,663.888,925
1072063,664.503,494.160,571.370,464.088,900
1083252,664.503,684.241,688.061,630.588,950
1094844,577.569,494.160,532.473,497.388,825
1071940,490.635,462.480,493.576,497.388,825
1080047,577.569,589.200,610.267,763.788,875
1113789,534.102,525.840,454.679,464.088,825
1113971,577.569,652.561,688.061,663.888,950
1126064,447.168,557.520,571.370,464.088,875
1088720,664.503,620.880,688.061,497.388,850
1120643,490.635,557.520,454.679,464.088,850
1133751,403.701,494.160,415.782,430.788,750
1086602,577.569,557.520,571.370,464.088,850
1126776,664.503,557.520,765.854,597.288,875
1099841,621.036,652.561,649.164,663.888,925
1086747,490.635,620.880,532.473,530.688,850
1115975,664.503,525.840,649.164,430.788,875
1090658,490.635,620.880,649.164,630.588,925
1134199,490.635,525.840,532.473,464.088,850
1123899,577.569,652.561,765.854,797.088,925
1095576,490.635,525.840,493.576,464.088,850
1072311,621.036,589.200,726.957,763.788,875
1090487,621.036,652.561,649.164,530.688,875
1082977,490.635,589.200,493.576,563.988,850
1079059,621.036,620.880,571.370,497.388,850
1094409,577.569,589.200,571.370,630.588,875
1082590,490.635,557.520,532.473,364.187,800
1111590,577.569,620.880,649.164,597.288,875
1074540,621.036,620.880,726.957,797.088,925
1122662,534.102,462.480,376.886,497.388,750
1080928,664.503,525.840,493.576,597.288,850
