insc,nota1,nota2,nota3,nota4,red
1084769,490.635,589.200,649.164,497.388,875
1097779,534.102,620.880,649.164,464.088,875
1074019,707.970,652.561,688.061,763.788,825
1093565,447.168,525.840,454.679,430.788,800
1103643,447.168,462.480,493.576,597.288,775
1076064,490.635,525.840,493.576,364.187,800
1077803,534.102,525.840,493.576,364.187,750
1092156,490.635,462.480,532.473,597.288,900
1084879,447.168,620.880,532.473,730.488,850
1134569,577.569,589.200,532.473,464.088,850
1104856,577.569,589.200,726.957,763.788,875
1126443,621.036,557.520,493.576,464.088,875
1071958,403.701,525.840,493.576,430.788,850
1074349,447.168,525.840,493.576,397.488,800
1138732,403.701,494.160,454.679,364.187,775
1103093,577.569,525.840,571.370,464.088,825
1106920,577.569,620.880,765.854,763.788,900
1075244,534.102,589.200,415.782,597.288,850
1086698,403.701,557.520,454.679,563.988,825
1077619,534.102,430.799,376.886,430.788,775
1100580,621.036,557.520,493.576,430.788,850
1075128,490.635,525.840,610.267,464.088,875
1082552,751.437,620.880,765.854,797.088,925
1084197,447.168,399.119,610.267,464.088,850
1091348,534.102,525.840,493.576,530.688,850
1075031,490.635,557.520,532.473,497.388,850
1071597,490.635,589.200,532.473,497.388,875
1124331,621.036,589.200,532.473,763.788,825
1123197,534.102,430.799,532.473,464.088,850
1099227,577.569,620.880,649.164,663.888,875
1088003,534.102,367.439,493.576,497.388,825
1079001,577.569,589.200,610.267,697.188,850
1102548,664.503,652.561,649.164,663.888,850
1108657,534.102,367.439,415.782,497.388,825
1074878,490.635,620.880,532.473,497.388,850
1076436,577.569,589.200,571.370,464.088,925
1074938,490.635,557.520,571.370,530.688,925
1107685,621.036,589.200,610.267,497.388,875
1082175,534.102,494.160,493.576,464.088,875
1079075,577.569,684.241,610.267,697.188,900
1078429,490.635,557.520,415.782,430.788,775
1088662,621.036,684.241,532.473,497.388,875
1082407,577.569,494.160,532.473,464.088,875
1111249,534.102,462.480,337.989,464.088,850
1111184,316.767,272.399,415.782,464.088,700
1134984,360.234,557.520,415.782,464.088,100
1083005,707.970,684.241,610.267,530.688,950
1132839,490.635,589.200,532.473,464.088,825
1100024,447.168,399.119,454.679,397.488,725
1120805,360.234,430.799,493.576,464.088,850
1131506,447.168,684.241,532.473,530.688,850
1071529,577.569,620.880,688.061,663.888,950
1114845,360.234,367.439,454.679,497.388,700
1123812,707.970,652.561,610.267,663.888,925
1110588,490.635,525.840,454.679,497.388,925
1134979,403.701,494.160,454.679,597.288,875
1091523,490.635,652.561,532.473,797.088,825
1087114,534.102,620.880,571.370,563.988,850
1077379,447.168,652.561,610.267,797.088,950
1087332,490.635,430.799,493.576,530.688,750
1107190,490.635,462.480,532.473,464.088,825
1120869,621.036,494.160,532.473,563.988,825
1126380,490.635,620.880,532.473,464.088,900
1092287,621.036,652.561,688.061,430.788,850
1086513,360.234,367.439,376.886,397.488,575
1083554,621.036,430.799,415.782,464.088,825
1089032,664.503,462.480,454.679,364.187,800
1075267,403.701,557.520,532.473,430.788,800
1100878,490.635,462.480,493.576,530.688,900
1130269,577.569,589.200,726.957,697.188,950
1082461,316.767,367.439,376.886,397.488,525
1073764,577.569,525.840,493.576,530.688,725
1137122,577.569,589.200,688.061,630.588,825
1076782,447.168,652.561,532.473,663.888,850
1121433,577.569,652.561,610.267,697.188,900
1084904,534.102,652.561,649.164,663.888,875
1075436,534.102,494.160,571.370,497.388,800
1078161,490.635,525.840,532.473,464.088,825
1138916,534.102,430.799,415.782,464.088,775
1138772,360.234,525.840,610.267,630.588,800
1111198,534.102,620.880,493.576,397.488,900
1125984,534.102,620.880,649.164,630.588,825
1130261,447.168,399.119,571.370,364.187,775
1072664,664.503,652.561,649.164,763.788,950
1133263,534.102,557.520,493.576,630.588,875
1138308,621.036,557.520,532.473,497.388,825
1074992,403.701,272.399,337.989,397.488,800
1081813,447.168,367.439,415.782,464.088,750
1088581,621.036,620.880,688.061,797.088,950
1117050,664.503,652.561,610.267,530.688,900
1100406,707.970,589.200,688.061,563.988,950
1086621,707.970,652.561,610.267,563.988,875
1082626,621.036,589.200,571.370,464.088,950
1129576,664.503,652.561,649.164,697.188,925
1132533,534.102,494.160,649.164,730.488,800
1081010,534.102,525.840,532.473,497.388,800
1121497,621.036,525.840,610.267,697.188,850
1102926,621.036,557.520,493.576,464.088,925
1078274,577.569,430.799,415.782,430.788,875
1078655,664.503,620.880,532.473,663.888,925
1136357,490.635,557.520,610.267,530.688,875
1081166,577.569,620.880,571.370,530.688,825
1083269,534.102,557.520,532.473,597.288,875
1126388,751.437,652.561,765.854,697.188,850
1126197,534.102,589.200,532.473,364.187,850
1072255,490.635,620.880,610.267,530.688,850
1133402,621.036,557.520,649.164,497.388,850
1127792,664.503,652.561,454.679,597.288,850
1084543,664.503,620.880,493.576,563.988,900
1077611,534.102,652.561,688.061,430.788,850
1111152,534.102,494.160,415.782,464.088,800
1074183,577.569,652.561,532.473,730.488,950
1080714,577.569,525.840,532.473,530.688,900
1136991,316.767,399.119,454.679,430.788,750
1093490,577.569,652.561,571.370,563.988,950
1090083,577.569,557.520,610.267,630.588,925
1120281,664.503,557.520,688.061,663.888,850
1084521,490.635,589.200,493.576,464.088,875
1075541,534.102,557.520,610.267,730.488,900
1081749,490.635,589.200,688.061,397.488,800
1072156,447.168,462.480,532.473,563.988,775
1105261,577.569,557.520,610.267,797.088,900
1090789,534.102,494.160,493.576,464.088,800
1086623,316.767,430.799,376.886,397.488,750
1099546,577.569,525.840,571.370,464.088,825
1104450,316.767,367.439,376.886,430.788,725
1075126,447.168,494.160,454.679,430.788,825
1085986,360.234,494.160,337.989,397.488,825
1103807,403.701,525.840,337.989,530.688,825
1126755,534.102,494.160,493.576,430.788,800
1097401,490.635,589.200,610.267,430.788,875
1086651,403.701,367.439,415.782,397.488,725
1080961,621.036,525.840,532.473,464.088,925
1079271,577.569,620.880,532.473,430.788,850
1116649,447.168,494.160,532.473,464.088,800
1108426,490.635,367.439,493.576,464.088,925
1081897,534.102,620.880,649.164,830.388,900
1079538,534.102,589.200,376.886,597.288,925
1121059,447.168,462.480,493.576,464.088,850
1100487,447.168,430.799,415.782,563.988,750
1077488,447.168,620.880,649.164,497.388,825
1088285,490.635,462.480,493.576,397.488,850
1082959,621.036,620.880,610.267,464.088,850
1101471,621.036,525.840,454.679,464.088,850
1077405,664.503,557.520,454.679,563.988,850
1081763,621.036,652.561,726.957,563.988,875
1093164,577.569,589.200,571.370,763.788,875
1117277,621.036,620.880,765.854,830.388,900
1116590,577.569,557.520,571.370,563.988,925
1113138,534.102,557.520,532.473,397.488,850
1118677,621.036,589.200,649.164,364.187,775
1080710,447.168,399.119,532.473,430.788,875
1102502,534.102,335.759,454.679,497.388,850
1072808,621.036,620.880,765.854,797.088,950
1089803,534.102,525.840,493.576,397.488,750
1138070,447.168,620.880,610.267,730.488,800
1088315,534.102,589.200,688.061,430.788,875
1080109,577.569,620.880,571.370,663.888,925
1081437,534.102,557.520,571.370,663.888,900
1079982,316.767,430.799,415.782,430.788,700
1085197,534.102,589.200,571.370,497.388,825
1134144,490.635,462.480,649.164,563.988,775
1080408,490.635,304.079,415.782,464.088,725
1101528,490.635,652.561,610.267,497.388,850
1085223,490.635,525.840,415.782,364.187,750
1120635,707.970,620.880,765.854,797.088,925
1084838,621.036,589.200,610.267,497.388,875
1075101,664.503,652.561,571.370,730.488,950
1106821,664.503,620.880,571.370,797.088,875
1081217,621.036,620.880,610.267,630.588,850
1136082,621.036,620.880,571.370,464.088,775
1127866,621.036,430.799,532.473,530.688,775
1081316,447.168,620.880,493.576,464.088,800
1074623,664.503,620.880,532.473,597.288,850
1100821,621.036,557.520,493.576,530.688,875
1094467,403.701,525.840,493.576,497.388,825
1080585,751.437,620.880,532.473,730.488,900
1080844,447.168,557.520,454.679,364.187,800
1119277,534.102,399.119,493.576,430.788,700
1116158,664.503,557.520,571.370,464.088,875
1097905,403.701,684.241,571.370,497.388,900
1102264,664.503,557.520,649.164,763.788,875
1130687,490.635,462.480,649.164,497.388,800
1130409,707.970,684.241,765.854,763.788,925
1114283,577.569,589.200,532.473,630.588,900
1100166,664.503,462.480,688.061,563.988,925
1085893,534.102,620.880,532.473,563.988,850
1085780,621.036,525.840,493.576,530.688,850
1090105,534.102,525.840,610.267,563.988,825
1075750,403.701,620.880,493.576,464.088,850
1089309,621.036,525.840,610.267,563.988,850
1078032,490.635,557.520,649.164,464.088,925
1134458,490.635,589.200,610.267,663.888,900
1077873,534.102,430.799,454.679,497.388,750
1087956,707.970,589.200,454.679,630.588,875
1135057,316.767,620.880,571.370,464.088,750
1135429,577.569,589.200,532.473,530.688,875
1079564,490.635,557.520,610.267,497.388,825
1075841,621.036,557.520,415.782,464.088,800
1114149,707.970,652.561,765.854,730.488,900
1085989,447.168,557.520,532.473,464.088,875
1093187,577.569,430.799,532.473,464.088,875
1089720,577.569,652.561,765.854,830.388,925
1134370,534.102,525.840,454.679,464.088,875
1084584,534.102,589.200,532.473,663.888,850
1087914,621.036,652.561,571.370,497.388,875
1074481,490.635,525.840,571.370,730.488,850
1091351,534.102,620.880,532.473,663.888,850
1079958,664.503,589.200,804.751,797.088,875
1078883,577.569,304.079,532.473,663.888,850
1116344,490.635,620.880,532.473,663.888,800
1093964,534.102,652.561,571.370,497.388,850
1093975,534.102,620.880,649.164,763.788,950
1076727,534.102,462.480,493.576,397.488,850
1107662,577.569,652.561,765.854,730.488,900
1136181,534.102,557.520,454.679,430.788,750
1120195,447.168,525.840,532.473,464.088,850
1072931,707.970,557.520,765.854,797.088,875
1104618,490.635,589.200,610.267,730.488,850
1086791,316.767,399.119,376.886,464.088,775
1083094,577.569,557.520,726.957,763.788,900
1137343,577.569,589.200,649.164,563.988,900
1115276,447.168,620.880,610.267,563.988,850
1132464,490.635,525.840,493.576,464.088,825
1075337,534.102,652.561,688.061,830.388,875
1088701,577.569,525.840,726.957,697.188,850
1086753,534.102,494.160,454.679,464.088,775
1085043,621.036,589.200,610.267,797.088,925
1079727,577.569,557.520,688.061,763.788,825
1088291,490.635,589.200,493.576,430.788,825
1089503,403.701,399.119,532.473,597.288,750
1082226,447.168,462.480,415.782,497.388,725
1072034,664.503,462.480,571.370,563.988,825
1071774,664.503,557.520,649.164,697.188,900
1073286,664.503,589.200,726.957,663.888,900
1120558,577.569,652.561,804.751,797.088,950
1098543,621.036,525.840,610.267,464.088,900
1081328,360.234,399.119,454.679,530.688,825
1080628,577.569,589.200,610.267,763.788,825
1089987,534.102,494.160,610.267,464.088,825
1101937,490.635,620.880,726.957,797.088,900
1089455,534.102,462.480,415.782,397.488,825
1123615,447.168,494.160,610.267,630.588,875
1087384,403.701,430.799,454.679,663.888,825
1089990,490.635,557.520,532.473,530.688,875
1072690,534.102,589.200,415.782,563.988,850
1089144,534.102,589.200,415.782,397.488,875
1125951,577.569,652.561,610.267,730.488,950
1098413,447.168,525.840,532.473,497.388,925
1102776,273.300,399.119,493.576,397.488,700
1116221,577.569,525.840,649.164,763.788,900
1126003,577.569,589.200,454.679,497.388,825
1077599,707.970,652.561,726.957,763.788,950
1104050,360.234,462.480,532.473,430.788,800
1101713,447.168,525.840,532.473,397.488,900
1137788,577.569,589.200,649.164,697.188,850
1138019,621.036,620.880,649.164,797.088,875
1080860,664.503,525.840,610.267,563.988,900
1090135,707.970,652.561,571.370,730.488,900
1091070,577.569,620.880,571.370,597.288,825
1071421,534.102,462.480,376.886,397.488,775
1118877,534.102,620.880,532.473,497.388,825
1082113,621.036,525.840,454.679,630.588,800
1087767,447.168,525.840,493.576,430.788,775
1074851,577.569,557.520,532.473,530.688,850
1133806,447.168,557.520,532.473,563.988,825
1123652,621.036,620.880,610.267,563.988,875
1072944,577.569,557.520,726.957,763.788,925
1121606,621.036,557.520,532.473,497.388,925
1120246,577.569,652.561,493.576,530.688,925
1138433,534.102,557.520,454.679,397.488,800
1076427,360.234,335.759,571.370,430.788,650
1071793,490.635,494.160,454.679,397.488,775
1077170,490.635,525.840,649.164,464.088,900
1121211,621.036,525.840,493.576,430.788,800
1096581,403.701,399.119,493.576,397.488,800
1127076,490.635,620.880,649.164,663.888,950
1085421,621.036,557.520,532.473,464.088,850
1130853,577.569,557.520,571.370,497.388,825
1114835,273.300,367.439,454.679,430.788,725
1092151,577.569,620.880,688.061,730.488,875
1082673,534.102,525.840,610.267,630.588,800
1076245,360.234,589.200,493.576,563.988,875
1081320,534.102,367.439,493.576,397.488,850
1112277,534.102,620.880,454.679,497.388,875
1128627,403.701,652.561,376.886,563.988,800
1136993,577.569,620.880,610.267,763.788,850
1099574,577.569,494.160,532.473,563.988,725
1114056,621.036,620.880,765.854,763.788,825
1085598,534.102,430.799,532.473,497.388,775
1073623,534.102,557.520,610.267,397.488,850
1130801,403.701,494.160,493.576,430.788,775
1133153,577.569,620.880,610.267,763.788,850
1081784,664.503,589.200,765.854,530.688,950
1114730,534.102,557.520,610.267,663.888,925
1094821,534.102,652.561,688.061,497.388,900
1075070,707.970,620.880,571.370,530.688,800
1074698,534.102,589.200,493.576,497.388,800
1122488,664.503,589.200,649.164,697.188,900
1085901,490.635,557.520,454.679,397.488,850
1089411,490.635,557.520,571.370,464.088,800
1072139,403.701,525.840,571.370,530.688,825
1109635,490.635,557.520,493.576,430.788,825
1079527,447.168,335.759,415.782,497.388,825
1125200,447.168,589.200,532.473,397.488,750
1073870,621.036,525.840,649.164,464.088,925
1095833,360.234,399.119,454.679,497.388,825
1097088,621.036,589.200,688.061,597.288,925
1110792,577.569,620.880,571.370,763.788,875
1073798,664.503,652.561,610.267,430.788,925
1089486,577.569,589.200,649.164,597.288,850
1095799,577.569,557.520,532.473,464.088,875
1105691,447.168,462.480,415.782,497.388,750
1083851,577.569,399.119,415.782,530.688,800
1088959,447.168,399.119,415.782,397.488,825
1134084,447.168,399.119,376.886,397.488,800
1119692,360.234,525.840,454.679,430.788,825
1080379,621.036,589.200,765.854,697.188,825
1102561,621.036,557.520,610.267,497.388,875
1123371,490.635,589.200,649.164,797.088,925
1072065,577.569,494.160,493.576,563.988,825
1073459,577.569,557.520,726.957,763.788,875
1137996,447.168,494.160,454.679,497.388,825
1072484,447.168,525.840,376.886,464.088,800
1085207,664.503,684.241,765.854,730.488,950
1086808,577.569,557.520,571.370,464.088,750
1129589,534.102,589.200,454.679,530.688,875
1136807,490.635,525.840,454.679,497.388,850
1097151,534.102,589.200,532.473,597.288,800
1074107,490.635,525.840,493.576,630.588,775
1081484,273.300,399.119,493.576,530.688,800
1123049,316.767,494.160,337.989,430.788,725
1084209,447.168,557.520,610.267,464.088,875
1129215,490.635,430.799,532.473,464.088,825
1115656,534.102,399.119,493.576,497.388,850
1137543,534.102,557.520,804.751,730.488,875
1133890,577.569,620.880,649.164,563.988,875
1125695,534.102,557.520,532.473,464.088,725
1136033,534.102,557.520,532.473,430.788,775
1085401,664.503,557.520,649.164,697.188,850
1113911,664.503,684.241,726.957,697.188,900
1075264,664.503,525.840,726.957,763.788,850
1092975,664.503,684.241,765.854,763.788,925
1121002,664.503,652.561,610.267,797.088,900
1138125,534.102,589.200,532.473,464.088,875
1115442,621.036,525.840,571.370,597.288,825
1075224,490.635,525.840,493.576,430.788,875
1084604,490.635,589.200,610.267,730.488,850
1138807,577.569,557.520,493.576,397.488,825
1080009,447.168,620.880,532.473,430.788,800
1137505,490.635,684.241,726.957,763.788,850
1081442,447.168,335.759,454.679,397.488,800
1133239,490.635,557.520,571.370,597.288,775
1131697,577.569,557.520,532.473,497.388,925
1114919,490.635,367.439,454.679,530.688,775
1132807,577.569,589.200,571.370,397.488,925
1072389,534.102,462.480,493.576,563.988,825
1101234,621.036,525.840,532.473,397.488,900
1128667,621.036,525.840,688.061,630.588,900
1103322,447.168,399.119,571.370,430.788,800
1081919,490.635,525.840,454.679,464.088,800
1097579,664.503,557.520,610.267,663.888,850
1137482,664.503,620.880,610.267,663.888,900
1101427,577.569,589.200,688.061,797.088,875
1079567,403.701,589.200,454.679,497.388,800
1075390,621.036,589.200,610.267,364.187,850
1105336,621.036,557.520,493.576,397.488,900
1117206,447.168,462.480,493.576,530.688,900
1088429,403.701,430.799,454.679,430.788,750
1105708,490.635,652.561,532.473,563.988,875
1089158,447.168,304.079,376.886,464.088,775
1138326,577.569,620.880,493.576,597.288,825
1076464,447.168,494.160,532.473,430.788,800
1097789,621.036,620.880,454.679,464.088,850
1134313,534.102,589.200,688.061,630.588,925
1088142,490.635,462.480,376.886,597.288,750
1130786,360.234,304.079,337.989,464.088,725
1107317,621.036,684.241,649.164,630.588,825
1088473,490.635,620.880,726.957,630.588,900
1135275,447.168,525.840,493.576,464.088,675
1100386,447.168,367.439,415.782,430.788,775
1106128,664.503,557.520,493.576,464.088,825
1088652,403.701,620.880,610.267,663.888,850
1132845,707.970,557.520,532.473,730.488,875
1073212,316.767,462.480,454.679,530.688,775
1126019,534.102,589.200,493.576,430.788,875
1082748,534.102,620.880,532.473,497.388,900
1086737,621.036,557.520,688.061,497.388,900
1133596,577.569,589.200,610.267,563.988,825
1085206,447.168,652.561,493.576,497.388,900
1081409,534.102,462.480,415.782,397.488,550
1107184,447.168,304.079,415.782,430.788,750
1087848,490.635,557.520,376.886,464.088,800
1089522,751.437,620.880,571.370,497.388,850
1094993,621.036,620.880,688.061,730.488,925
1127202,534.102,557.520,532.473,364.187,775
1136492,534.102,557.520,571.370,530.688,850
1122325,534.102,462.480,493.576,364.187,875
1098165,577.569,494.160,610.267,530.688,850
1109566,577.569,652.561,726.957,663.888,900
1077771,577.569,557.520,610.267,530.688,900
1076515,490.635,557.520,532.473,430.788,950
1089606,577.569,557.520,493.576,497.388,800
1089994,403.701,462.480,532.473,464.088,850
1126303,447.168,589.200,493.576,464.088,875
1088541,447.168,494.160,493.576,464.088,875
1071681,707.970,620.880,804.751,830.388,1000
1078670,621.036,525.840,493.576,464.088,800
1116465,447.168,557.520,571.370,563.988,850
1084504,447.168,525.840,532.473,430.788,850
1089414,534.102,494.160,454.679,464.088,800
1102062,490.635,494.160,493.576,563.988,875
1097396,621.036,684.241,532.473,530.688,850
1071809,664.503,652.561,765.854,697.188,875
1073672,664.503,620.880,610.267,730.488,925
1105927,403.701,462.480,610.267,530.688,800
1127133,577.569,430.799,493.576,397.488,800
1109173,534.102,589.200,415.782,563.988,850
1088812,621.036,525.840,532.473,497.388,850
1126485,577.569,367.439,493.576,530.688,850
1084593,490.635,652.561,610.267,497.388,925
1077931,664.503,652.561,688.061,597.288,875
1086239,534.102,557.520,454.679,497.388,750
1088999,534.102,557.520,571.370,497.388,850
1110526,534.102,557.520,532.473,397.488,875
1084168,360.234,494.160,532.473,430.788,825
1126977,577.569,367.439,415.782,430.788,825
1079477,534.102,272.399,415.782,397.488,850
1074211,621.036,557.520,493.576,530.688,900
1087070,577.569,652.561,571.370,430.788,825
1103920,534.102,589.200,415.782,364.187,925
1127223,490.635,399.119,376.886,464.088,800
1089709,490.635,557.520,610.267,464.088,900
1115675,534.102,652.561,726.957,763.788,925
1087924,534.102,525.840,376.886,464.088,750
1075705,621.036,652.561,649.164,797.088,875
1086850,534.102,620.880,610.267,464.088,850
1134226,577.569,430.799,571.370,464.088,825
1097656,577.569,620.880,688.061,697.188,875
1073373,447.168,620.880,454.679,430.788,825
1079736,577.569,652.561,726.957,730.488,900
1089257,577.569,620.880,688.061,763.788,925
1078163,534.102,620.880,610.267,563.988,850
1078714,664.503,589.200,688.061,563.988,875
1086030,534.102,525.840,610.267,464.088,850
1081447,577.569,589.200,610.267,697.188,925
1118222,621.036,652.561,571.370,497.388,875
1094068,621.036,525.840,571.370,597.288,850
1130339,447.168,589.200,376.886,464.088,775
1109685,621.036,589.200,532.473,597.288,875
1072571,621.036,557.520,649.164,497.388,875
1088648,534.102,620.880,532.473,630.588,850
1077547,664.503,525.840,649.164,430.788,925
1095743,577.569,620.880,493.576,464.088,900
1074062,534.102,525.840,610.267,464.088,850
1079676,577.569,494.160,454.679,430.788,875
1072850,621.036,589.200,415.782,497.388,875
1091188,316.767,367.439,493.576,397.488,750
1131781,403.701,557.520,532.473,430.788,850
1076537,403.701,620.880,454.679,397.488,800
1073461,534.102,367.439,454.679,497.388,800
1083517,447.168,430.799,454.679,497.388,875
1087035,490.635,399.119,532.473,563.988,750
1119938,447.168,557.520,571.370,464.088,875
1095658,490.635,557.520,571.370,464.088,775
1104868,360.234,589.200,493.576,397.488,825
1106638,447.168,589.200,454.679,530.688,925
1097405,707.970,652.561,649.164,763.788,925
1133457,577.569,525.840,493.576,663.888,750
1079318,664.503,589.200,571.370,797.088,900
1108435,490.635,462.480,532.473,563.988,850
1124242,490.635,525.840,376.886,397.488,825
1071996,577.569,652.561,610.267,563.988,825
1124523,490.635,620.880,454.679,497.388,850
1080581,621.036,589.200,610.267,497.388,850
1129651,534.102,652.561,571.370,497.388,825
1127980,447.168,399.119,376.886,464.088,725
1087645,664.503,620.880,726.957,630.588,900
1077497,621.036,684.241,649.164,630.588,900
1089550,360.234,335.759,299.092,497.388,750
1134223,490.635,557.520,454.679,430.788,750
1139284,621.036,652.561,532.473,464.088,925
1087972,447.168,367.439,376.886,430.788,750
1125160,403.701,589.200,493.576,530.688,875
1103442,621.036,557.520,649.164,464.088,825
1113567,403.701,525.840,376.886,430.788,850
1109377,534.102,589.200,610.267,630.588,950
1106279,490.635,589.200,532.473,430.788,800
1102355,447.168,494.160,532.473,430.788,825
1137700,273.300,399.119,415.782,364.187,850
1106999,534.102,430.799,415.782,464.088,850
1087490,577.569,430.799,649.164,563.988,875
1077226,403.701,525.840,571.370,464.088,850
1131502,534.102,525.840,610.267,464.088,875
1090526,403.701,462.480,493.576,497.388,800
1128639,664.503,620.880,688.061,397.488,900
1132410,490.635,367.439,610.267,430.788,825
1108660,490.635,462.480,571.370,563.988,875
1123247,316.767,367.439,454.679,464.088,675
1138425,577.569,620.880,765.854,797.088,925
1118521,577.569,399.119,454.679,430.788,825
1075022,360.234,335.759,376.886,497.388,725
1124841,664.503,684.241,688.061,663.888,950
1103449,534.102,557.520,571.370,430.788,750
1083720,403.701,589.200,532.473,464.088,850
1078048,664.503,620.880,493.576,464.088,825
1083857,621.036,557.520,571.370,697.188,850
1082491,403.701,399.119,532.473,430.788,800
1088171,577.569,589.200,571.370,530.688,925
1137510,664.503,557.520,532.473,597.288,825
1078786,621.036,620.880,649.164,763.788,875
1091015,447.168,620.880,649.164,530.688,800
1071965,577.569,620.880,571.370,697.188,925
1138191,621.036,620.880,688.061,730.488,925
1122819,490.635,525.840,493.576,497.388,800
1097921,707.970,589.200,532.473,597.288,900
1083104,447.168,272.399,454.679,430.788,800
1073754,534.102,557.520,532.473,430.788,850
1097914,577.569,557.520,649.164,497.388,875
1107369,534.102,589.200,532.473,464.088,775
1073697,447.168,462.480,493.576,563.988,800
1132755,534.102,652.561,610.267,597.288,900
1083563,707.970,684.241,493.576,397.488,850
1131228,577.569,589.200,415.782,430.788,775
1102430,621.036,557.520,454.679,597.288,900
1100669,621.036,589.200,493.576,497.388,900
1073274,534.102,430.799,532.473,430.788,800
1136784,577.569,462.480,649.164,530.688,850
1080393,621.036,620.880,726.957,797.088,875
1117455,577.569,557.520,454.679,364.187,500
1086309,273.300,335.759,454.679,430.788,475
1077716,360.234,620.880,493.576,630.588,875
1079090,707.970,589.200,765.854,730.488,825
1088953,664.503,652.561,688.061,830.388,900
1078587,534.102,494.160,571.370,497.388,750
1136096,360.234,240.719,532.473,430.788,750
1108871,360.234,430.799,454.679,464.088,800
1088866,316.767,620.880,571.370,464.088,875
1074819,577.569,525.840,571.370,597.288,800
1121570,316.767,304.079,415.782,464.088,700
1100790,534.102,525.840,415.782,397.488,850
1088606,621.036,430.799,493.576,464.088,875
1084937,534.102,525.840,454.679,497.388,850
1085496,534.102,589.200,415.782,430.788,850
1076456,490.635,589.200,337.989,430.788,875
1105581,360.234,399.119,454.679,397.488,700
1081422,447.168,462.480,415.782,530.688,850
1115001,621.036,399.119,337.989,430.788,725
1088106,664.503,620.880,493.576,497.388,825
1122367,403.701,367.439,415.782,430.788,775
1083791,534.102,430.799,454.679,497.388,825
1073555,577.569,620.880,610.267,730.488,925
1086701,534.102,620.880,649.164,763.788,875
1132332,490.635,589.200,571.370,563.988,875
1077560,577.569,557.520,610.267,464.088,850
1125094,403.701,494.160,415.782,397.488,775
1080643,447.168,589.200,532.473,397.488,750
1079622,707.970,589.200,688.061,830.388,900
1077293,534.102,557.520,493.576,497.388,850
1113303,403.701,620.880,571.370,597.288,900
1089588,577.569,494.160,571.370,497.388,925
1133756,490.635,652.561,649.164,663.888,900
1121414,534.102,652.561,571.370,530.688,900
1082774,447.168,367.439,415.782,563.988,850
1084707,707.970,589.200,765.854,763.788,950
1090161,534.102,335.759,454.679,397.488,800
1081163,534.102,557.520,454.679,464.088,875
1124401,577.569,652.561,571.370,663.888,900
1124545,621.036,620.880,571.370,663.888,950
1093381,707.970,620.880,610.267,663.888,900
1126766,490.635,620.880,415.782,464.088,800
1121895,577.569,557.520,532.473,497.388,925
1077454,534.102,494.160,376.886,530.688,825
1102616,490.635,557.520,649.164,563.988,875
1085002,534.102,494.160,493.576,397.488,850
1080554,490.635,557.520,493.576,430.788,875
1098556,621.036,589.200,571.370,597.288,850
1119779,447.168,557.520,610.267,464.088,800
1118140,534.102,525.840,376.886,397.488,850
1080104,490.635,589.200,493.576,563.988,775
1133563,577.569,557.520,532.473,497.388,800
1125717,621.036,589.200,610.267,530.688,825
1075764,534.102,430.799,532.473,430.788,775
1075395,490.635,557.520,532.473,497.388,850
1084505,490.635,525.840,571.370,497.388,750
1076885,534.102,462.480,454.679,430.788,800
1108984,534.102,557.520,571.370,530.688,825
1122005,534.102,494.160,454.679,430.788,825
1121422,621.036,525.840,610.267,597.288,925
1088960,664.503,589.200,610.267,663.888,825
1080641,534.102,525.840,532.473,430.788,850
1091092,490.635,589.200,610.267,430.788,800
1084597,664.503,620.880,649.164,797.088,900
1072354,664.503,462.480,415.782,530.688,725
1087326,447.168,589.200,532.473,530.688,850
1132345,707.970,652.561,688.061,697.188,900
1078897,490.635,589.200,571.370,597.288,900
1130319,534.102,620.880,532.473,430.788,825
1097809,577.569,557.520,649.164,563.988,850
1099679,577.569,525.840,454.679,530.688,550
1072405,534.102,557.520,415.782,530.688,875
1079238,490.635,589.200,726.957,630.588,850
1104788,447.168,494.160,532.473,397.488,775
1079309,534.102,525.840,571.370,497.388,825
1082014,577.569,557.520,415.782,530.688,700
1129160,707.970,589.200,765.854,763.788,850
1093966,490.635,589.200,454.679,530.688,850
1087951,621.036,494.160,454.679,397.488,825
1130787,360.234,304.079,415.782,464.088,800
1127273,403.701,494.160,532.473,497.388,775
1122674,490.635,589.200,415.782,397.488,850
1084349,490.635,494.160,571.370,430.788,800
1097100,621.036,557.520,415.782,364.187,825
1074791,534.102,399.119,454.679,464.088,825
1127081,577.569,620.880,532.473,563.988,775
1076288,447.168,494.160,493.576,530.688,825
1099808,534.102,589.200,571.370,464.088,875
1076634,447.168,652.561,532.473,397.488,925
1087932,403.701,335.759,454.679,464.088,750
1089984,577.569,557.520,532.473,563.988,875
1077874,490.635,557.520,532.473,430.788,850
1108827,273.300,430.799,454.679,563.988,775
1090800,403.701,620.880,454.679,364.187,850
1076671,534.102,557.520,571.370,530.688,825
1096932,534.102,557.520,454.679,563.988,850
1089639,490.635,557.520,493.576,497.388,825
1088883,577.569,652.561,649.164,530.688,950
1137129,577.569,494.160,415.782,430.788,900
1102224,577.569,557.520,649.164,697.188,875
1076428,577.569,652.561,532.473,497.388,900
1078867,447.168,304.079,532.473,464.088,775
1120828,707.970,652.561,726.957,663.888,925
1082769,534.102,620.880,532.473,464.088,1000
1095935,621.036,620.880,610.267,430.788,850
1134004,490.635,557.520,376.886,430.788,800
